"Id","Any","Mes","Dia","DiaDeLaSetmana","Hora_enter","Lloc_interes","Latitud","Longitud","Max_Nivell_LAeq_1h","Min_Nivell_LAeq_1h","Nivell_LAeq_1h","Categoria_Nivell"
2812,2023,1,14,"dissabte",4,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","52.1",2
2813,2023,1,14,"dissabte",4,"El Molino","41.37485","2.166773","87.6","60.1","65.3",2
2814,2023,1,14,"dissabte",4,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","51.6",3
2815,2023,1,14,"dissabte",5,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","49.4",2
2816,2023,1,14,"dissabte",5,"Plaça de Joanic",41406,"2.162636","90.8","53.1","59.8",2
2817,2023,1,14,"dissabte",5,"Sagrada Familia","41.404484","2.174691","91.4","46.5","51.2",2
2818,2023,1,14,"dissabte",5,"Rambla","41.378242","2.175112","88.1","50.2","70.8",6
2819,2023,1,14,"dissabte",5,"El Molino","41.37485","2.166773","87.6","60.1","65.1",2
2820,2023,1,14,"dissabte",5,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","65.6",6
2821,2023,1,14,"dissabte",5,"Mercat del Born","41.387076","2.180426","91.7","39.7","43.9",1
2822,2023,1,14,"dissabte",5,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7",44,2
2823,2023,1,14,"dissabte",5,"Torre Agbar","41.402124","2.184799","80.8","53.4","62.2",4
2824,2023,1,14,"dissabte",6,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","47.4",3
2825,2023,1,14,"dissabte",6,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","62.9",5
2826,2023,1,14,"dissabte",6,"Plaça de Joanic",41406,"2.162636","90.8","53.1","60.4",2
2827,2023,1,14,"dissabte",6,"Sagrada Familia","41.404484","2.174691","91.4","46.5","53.1",2
2828,2023,1,14,"dissabte",6,"Torre Agbar","41.402124","2.184799","80.8","53.4","60.6",3
2829,2023,1,14,"dissabte",6,"El Molino","41.37485","2.166773","87.6","60.1","65.6",2
2830,2023,1,14,"dissabte",6,"Mercat del Born","41.387076","2.180426","91.7","39.7","53.8",3
2831,2023,1,14,"dissabte",6,"Rambla","41.378242","2.175112","88.1","50.2","69.3",6
2832,2023,1,14,"dissabte",6,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","51.9",2
2833,2023,1,14,"dissabte",7,"Rambla","41.378242","2.175112","88.1","50.2","56.4",2
2834,2023,1,14,"dissabte",7,"El Molino","41.37485","2.166773","87.6","60.1","70.7",4
2835,2023,1,14,"dissabte",7,"Sagrada Familia","41.404484","2.174691","91.4","46.5","60.7",4
2836,2023,1,14,"dissabte",7,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","59.1",3
2837,2023,1,14,"dissabte",7,"Plaça de Joanic",41406,"2.162636","90.8","53.1","65.2",4
2838,2023,1,14,"dissabte",7,"Mercat del Born","41.387076","2.180426","91.7","39.7",54,3
2839,2023,1,14,"dissabte",7,"Torre Agbar","41.402124","2.184799","80.8","53.4",63,4
2840,2023,1,14,"dissabte",7,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","54.6",4
2841,2023,1,14,"dissabte",7,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8",58,4
2842,2023,1,14,"dissabte",8,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","63.1",4
2843,2023,1,14,"dissabte",8,"Mercat del Born","41.387076","2.180426","91.7","39.7","56.4",4
2844,2023,1,14,"dissabte",8,"Plaça de Joanic",41406,"2.162636","90.8","53.1",69,5
2845,2023,1,14,"dissabte",8,"Torre Agbar","41.402124","2.184799","80.8","53.4","66.3",5
2846,2023,1,14,"dissabte",8,"Rambla","41.378242","2.175112","88.1","50.2",64,4
2847,2023,1,14,"dissabte",8,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.4",4
2848,2023,1,14,"dissabte",8,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","63.8",5
2849,2023,1,14,"dissabte",8,"El Molino","41.37485","2.166773","87.6","60.1","71.7",5
2850,2023,1,14,"dissabte",8,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","59.3",5
2851,2023,1,14,"dissabte",9,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","62.1",5
2852,2023,1,14,"dissabte",9,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","60.7",5
2853,2023,1,14,"dissabte",9,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","70.1",6
2854,2023,1,14,"dissabte",9,"Rambla","41.378242","2.175112","88.1","50.2","59.7",3
2855,2023,1,14,"dissabte",9,"El Molino","41.37485","2.166773","87.6","60.1","70.7",4
2856,2023,1,14,"dissabte",9,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.7",4
2857,2023,1,14,"dissabte",9,"Plaça de Joanic",41406,"2.162636","90.8","53.1","67.4",4
2858,2023,1,14,"dissabte",9,"Mercat del Born","41.387076","2.180426","91.7","39.7",56,4
2859,2023,1,14,"dissabte",9,"Torre Agbar","41.402124","2.184799","80.8","53.4","65.5",5
2860,2023,1,14,"dissabte",10,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","61.9",4
2861,2023,1,14,"dissabte",10,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","65.3",6
2862,2023,1,14,"dissabte",10,"Sagrada Familia","41.404484","2.174691","91.4","46.5","63.9",4
2863,2023,1,14,"dissabte",10,"Mercat del Born","41.387076","2.180426","91.7","39.7","59.6",4
2864,2023,1,14,"dissabte",10,"Torre Agbar","41.402124","2.184799","80.8","53.4",66,5
2865,2023,1,14,"dissabte",10,"El Molino","41.37485","2.166773","87.6","60.1","70.2",4
2866,2023,1,14,"dissabte",10,"Plaça de Joanic",41406,"2.162636","90.8","53.1","67.7",4
2867,2023,1,14,"dissabte",10,"Rambla","41.378242","2.175112","88.1","50.2","57.8",3
2868,2023,1,14,"dissabte",10,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","62.2",5
2869,2023,1,14,"dissabte",11,"Torre Agbar","41.402124","2.184799","80.8","53.4","64.7",5
2870,2023,1,14,"dissabte",11,"El Molino","41.37485","2.166773","87.6","60.1",71,4
2871,2023,1,14,"dissabte",11,"Mercat del Born","41.387076","2.180426","91.7","39.7","61.9",5
2872,2023,1,14,"dissabte",11,"Rambla","41.378242","2.175112","88.1","50.2","58.7",3
2873,2023,1,14,"dissabte",11,"Plaça de Joanic",41406,"2.162636","90.8","53.1","70.8",5
2874,2023,1,14,"dissabte",11,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","60.6",5
2875,2023,1,14,"dissabte",11,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.9",4
2876,2023,1,14,"dissabte",11,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","62.9",4
2877,2023,1,14,"dissabte",11,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8",62,5
2878,2023,1,14,"dissabte",12,"Mercat del Born","41.387076","2.180426","91.7","39.7","59.1",4
2879,2023,1,14,"dissabte",12,"El Molino","41.37485","2.166773","87.6","60.1","71.8",5
2880,2023,1,14,"dissabte",12,"Sagrada Familia","41.404484","2.174691","91.4","46.5","63.7",4
2881,2023,1,14,"dissabte",12,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","62.4",5
2882,2023,1,14,"dissabte",12,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.7",5
2883,2023,1,14,"dissabte",12,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","68.3",5
2884,2023,1,14,"dissabte",12,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","61.4",5
2885,2023,1,14,"dissabte",12,"Rambla","41.378242","2.175112","88.1","50.2","61.3",3
2886,2023,1,14,"dissabte",12,"Torre Agbar","41.402124","2.184799","80.8","53.4","66.9",5
2887,2023,1,14,"dissabte",13,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","62.2",4
2888,2023,1,14,"dissabte",13,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","65.5",6
2889,2023,1,14,"dissabte",13,"Sagrada Familia","41.404484","2.174691","91.4","46.5","66.6",5
2890,2023,1,14,"dissabte",13,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.2",5
2891,2023,1,14,"dissabte",13,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","60.5",5
2892,2023,1,14,"dissabte",13,"El Molino","41.37485","2.166773","87.6","60.1","70.6",4
2893,2023,1,14,"dissabte",13,"Rambla","41.378242","2.175112","88.1","50.2","59.3",3
2894,2023,1,14,"dissabte",13,"Mercat del Born","41.387076","2.180426","91.7","39.7","59.4",4
2895,2023,1,14,"dissabte",13,"Torre Agbar","41.402124","2.184799","80.8","53.4","65.3",5
2896,2023,1,14,"dissabte",14,"El Molino","41.37485","2.166773","87.6","60.1","70.6",4
2897,2023,1,14,"dissabte",14,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","63.2",5
2898,2023,1,14,"dissabte",14,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","62.5",5
2899,2023,1,14,"dissabte",14,"Rambla","41.378242","2.175112","88.1","50.2","57.9",3
2900,2023,1,14,"dissabte",14,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.6",5
2901,2023,1,14,"dissabte",14,"Sagrada Familia","41.404484","2.174691","91.4","46.5","65.2",5
2902,2023,1,14,"dissabte",14,"Torre Agbar","41.402124","2.184799","80.8","53.4","63.3",4
2903,2023,1,14,"dissabte",14,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","61.9",4
2904,2023,1,14,"dissabte",14,"Mercat del Born","41.387076","2.180426","91.7","39.7","59.4",4
2905,2023,1,14,"dissabte",15,"Rambla","41.378242","2.175112","88.1","50.2","64.4",4
2906,2023,1,14,"dissabte",15,"Plaça de Joanic",41406,"2.162636","90.8","53.1","69.1",5
2907,2023,1,14,"dissabte",15,"Torre Agbar","41.402124","2.184799","80.8","53.4","65.3",5
2908,2023,1,14,"dissabte",15,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","59.9",4
2909,2023,1,14,"dissabte",15,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","64.2",5
2910,2023,1,14,"dissabte",15,"El Molino","41.37485","2.166773","87.6","60.1","70.2",4
2911,2023,1,14,"dissabte",15,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","63.5",5
2912,2023,1,14,"dissabte",15,"Sagrada Familia","41.404484","2.174691","91.4","46.5",64,4
2913,2023,1,14,"dissabte",15,"Mercat del Born","41.387076","2.180426","91.7","39.7","60.7",5
2914,2023,1,14,"dissabte",16,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","65.6",6
2915,2023,1,14,"dissabte",16,"Torre Agbar","41.402124","2.184799","80.8","53.4","65.9",5
2916,2023,1,14,"dissabte",16,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","60.5",4
2917,2023,1,14,"dissabte",16,"Plaça de Joanic",41406,"2.162636","90.8","53.1","69.4",5
2918,2023,1,14,"dissabte",16,"Rambla","41.378242","2.175112","88.1","50.2","64.8",4
2919,2023,1,14,"dissabte",16,"Mercat del Born","41.387076","2.180426","91.7","39.7","60.6",5
2920,2023,1,14,"dissabte",16,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7",70,7
2921,2023,1,14,"dissabte",16,"Sagrada Familia","41.404484","2.174691","91.4","46.5",64,4
2922,2023,1,14,"dissabte",16,"El Molino","41.37485","2.166773","87.6","60.1","70.9",4
2923,2023,1,14,"dissabte",17,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","70.3",6
2924,2023,1,14,"dissabte",17,"Sagrada Familia","41.404484","2.174691","91.4","46.5","65.1",5
2925,2023,1,14,"dissabte",17,"Mercat del Born","41.387076","2.180426","91.7","39.7","61.9",5
2926,2023,1,14,"dissabte",17,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","69.4",6
2927,2023,1,14,"dissabte",17,"Rambla","41.378242","2.175112","88.1","50.2","60.6",3
2928,2023,1,14,"dissabte",17,"El Molino","41.37485","2.166773","87.6","60.1",70,4
2929,2023,1,14,"dissabte",17,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","64.5",4
2930,2023,1,14,"dissabte",17,"Torre Agbar","41.402124","2.184799","80.8","53.4",65,5
2931,2023,1,14,"dissabte",17,"Plaça de Joanic",41406,"2.162636","90.8","53.1","67.7",4
2932,2023,1,14,"dissabte",18,"Mercat del Born","41.387076","2.180426","91.7","39.7","64.9",5
2933,2023,1,14,"dissabte",18,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","67.1",5
2934,2023,1,14,"dissabte",18,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","67.4",6
2935,2023,1,14,"dissabte",18,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","70.8",7
2936,2023,1,14,"dissabte",18,"Rambla","41.378242","2.175112","88.1","50.2","58.1",3
2937,2023,1,14,"dissabte",18,"Sagrada Familia","41.404484","2.174691","91.4","46.5","65.2",5
2938,2023,1,14,"dissabte",18,"El Molino","41.37485","2.166773","87.6","60.1","72.1",5
2939,2023,1,14,"dissabte",18,"Torre Agbar","41.402124","2.184799","80.8","53.4","64.3",4
2940,2023,1,14,"dissabte",18,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.8",5
2941,2023,1,14,"dissabte",19,"Mercat del Born","41.387076","2.180426","91.7","39.7","62.1",5
2942,2023,1,14,"dissabte",19,"Rambla","41.378242","2.175112","88.1","50.2","59.3",3
2943,2023,1,14,"dissabte",19,"Sagrada Familia","41.404484","2.174691","91.4","46.5","65.9",5
2944,2023,1,14,"dissabte",19,"El Molino","41.37485","2.166773","87.6","60.1","71.3",5
2945,2023,1,14,"dissabte",19,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","70.1",6
2946,2023,1,14,"dissabte",19,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","67.6",6
2947,2023,1,14,"dissabte",19,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.5",5
2948,2023,1,14,"dissabte",19,"Torre Agbar","41.402124","2.184799","80.8","53.4","64.4",5
2949,2023,1,14,"dissabte",19,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","64.7",5
2950,2023,1,14,"dissabte",20,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","76.4",8
2951,2023,1,14,"dissabte",20,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7",79,7
2952,2023,1,14,"dissabte",20,"Mercat del Born","41.387076","2.180426","91.7","39.7","62.4",5
2953,2023,1,14,"dissabte",20,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.1",4
2954,2023,1,14,"dissabte",20,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","66.6",6
2955,2023,1,14,"dissabte",20,"Rambla","41.378242","2.175112","88.1","50.2","61.6",4
2956,2023,1,14,"dissabte",20,"El Molino","41.37485","2.166773","87.6","60.1","70.6",4
2957,2023,1,14,"dissabte",20,"Sagrada Familia","41.404484","2.174691","91.4","46.5","65.5",5
2958,2023,1,14,"dissabte",20,"Torre Agbar","41.402124","2.184799","80.8","53.4",64,4
2959,2023,1,14,"dissabte",21,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.3",4
2960,2023,1,14,"dissabte",21,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7",67,6
2961,2023,1,14,"dissabte",21,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7",74,6
2962,2023,1,14,"dissabte",21,"Torre Agbar","41.402124","2.184799","80.8","53.4","62.4",4
2963,2023,1,14,"dissabte",21,"Rambla","41.378242","2.175112","88.1","50.2","59.1",3
2964,2023,1,14,"dissabte",21,"El Molino","41.37485","2.166773","87.6","60.1","70.7",4
2965,2023,1,14,"dissabte",21,"Mercat del Born","41.387076","2.180426","91.7","39.7","63.6",5
2966,2023,1,14,"dissabte",21,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","68.4",6
2967,2023,1,14,"dissabte",21,"Plaça de Joanic",41406,"2.162636","90.8","53.1","67.5",4
2968,2023,1,14,"dissabte",22,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","68.9",6
2969,2023,1,14,"dissabte",22,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7",66,6
2970,2023,1,14,"dissabte",22,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","63.2",4
2971,2023,1,14,"dissabte",22,"El Molino","41.37485","2.166773","87.6","60.1",69,4
2972,2023,1,14,"dissabte",22,"Mercat del Born","41.387076","2.180426","91.7","39.7","62.1",5
2973,2023,1,14,"dissabte",22,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.1",4
2974,2023,1,14,"dissabte",22,"Rambla","41.378242","2.175112","88.1","50.2","58.8",3
2975,2023,1,14,"dissabte",22,"Plaça de Joanic",41406,"2.162636","90.8","53.1","68.2",5
2976,2023,1,14,"dissabte",22,"Torre Agbar","41.402124","2.184799","80.8","53.4","60.7",3
2977,2023,1,14,"dissabte",23,"Plaça de Joanic",41406,"2.162636","90.8","53.1","66.2",4
2978,2023,1,14,"dissabte",23,"Mercat del Born","41.387076","2.180426","91.7","39.7","60.8",5
2979,2023,1,14,"dissabte",23,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","64.5",4
2980,2023,1,14,"dissabte",23,"Torre Agbar","41.402124","2.184799","80.8","53.4","60.9",3
2981,2023,1,14,"dissabte",23,"Rambla","41.378242","2.175112","88.1","50.2","61.9",4
2982,2023,1,14,"dissabte",23,"El Molino","41.37485","2.166773","87.6","60.1","69.6",4
2983,2023,1,14,"dissabte",23,"Sagrada Familia","41.404484","2.174691","91.4","46.5","62.3",4
2984,2023,1,14,"dissabte",23,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","65.1",6
2985,2023,1,14,"dissabte",23,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","69.9",6
2986,2023,1,15,"diumenge",0,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","58.8",3
2987,2023,1,15,"diumenge",0,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","64.6",6
2988,2023,1,15,"diumenge",0,"Mercat del Born","41.387076","2.180426","91.7","39.7",64,5
2989,2023,1,15,"diumenge",0,"Rambla","41.378242","2.175112","88.1","50.2",63,4
2990,2023,1,15,"diumenge",0,"Sagrada Familia","41.404484","2.174691","91.4","46.5","61.3",4
2991,2023,1,15,"diumenge",0,"Plaça de Joanic",41406,"2.162636","90.8","53.1","64.8",4
2992,2023,1,15,"diumenge",0,"Torre Agbar","41.402124","2.184799","80.8","53.4","61.4",3
2993,2023,1,15,"diumenge",0,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","65.7",6
2994,2023,1,15,"diumenge",0,"El Molino","41.37485","2.166773","87.6","60.1","68.6",4
2995,2023,1,15,"diumenge",1,"Rambla","41.378242","2.175112","88.1","50.2","66.7",5
2996,2023,1,15,"diumenge",1,"Plaça de Joanic",41406,"2.162636","90.8","53.1","63.2",3
2997,2023,1,15,"diumenge",1,"El Molino","41.37485","2.166773","87.6","60.1",67,3
2998,2023,1,15,"diumenge",1,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","58.4",5
2999,2023,1,15,"diumenge",1,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8",66,6
3000,2023,1,15,"diumenge",1,"Mercat del Born","41.387076","2.180426","91.7","39.7","64.9",5
3001,2023,1,15,"diumenge",1,"Sagrada Familia","41.404484","2.174691","91.4","46.5","59.9",3
3002,2023,1,15,"diumenge",1,"Torre Agbar","41.402124","2.184799","80.8","53.4","58.6",2
3003,2023,1,15,"diumenge",1,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","62.7",4
3004,2023,1,15,"diumenge",2,"El Molino","41.37485","2.166773","87.6","60.1","66.4",3
3005,2023,1,15,"diumenge",2,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","57.3",3
3006,2023,1,15,"diumenge",2,"Mercat del Born","41.387076","2.180426","91.7","39.7","63.9",5
3007,2023,1,15,"diumenge",2,"Rambla","41.378242","2.175112","88.1","50.2","73.3",7
3008,2023,1,15,"diumenge",2,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","54.7",4
3009,2023,1,15,"diumenge",2,"Torre Agbar","41.402124","2.184799","80.8","53.4","57.6",2
3010,2023,1,15,"diumenge",2,"Sagrada Familia","41.404484","2.174691","91.4","46.5","57.1",3
3011,2023,1,15,"diumenge",2,"Plaça de Joanic",41406,"2.162636","90.8","53.1","62.6",3
3012,2023,1,15,"diumenge",2,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","59.1",5
3013,2023,1,15,"diumenge",3,"Torre Agbar","41.402124","2.184799","80.8","53.4","58.2",2
3014,2023,1,15,"diumenge",3,"Mercat del Born","41.387076","2.180426","91.7","39.7","57.5",4
3015,2023,1,15,"diumenge",3,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","53.9",2
3016,2023,1,15,"diumenge",3,"Sagrada Familia","41.404484","2.174691","91.4","46.5","53.9",2
3017,2023,1,15,"diumenge",3,"Plaça de Joanic",41406,"2.162636","90.8","53.1","62.4",3
3018,2023,1,15,"diumenge",3,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","64.1",6
3019,2023,1,15,"diumenge",3,"El Molino","41.37485","2.166773","87.6","60.1","66.3",3
3020,2023,1,15,"diumenge",3,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","52.6",4
3021,2023,1,15,"diumenge",3,"Rambla","41.378242","2.175112","88.1","50.2","74.4",7
3022,2023,1,15,"diumenge",4,"El Molino","41.37485","2.166773","87.6","60.1","63.5",2
3023,2023,1,15,"diumenge",4,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","49.9",3
3024,2023,1,15,"diumenge",4,"Sagrada Familia","41.404484","2.174691","91.4","46.5","52.4",2
3025,2023,1,15,"diumenge",4,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","56.1",3
3026,2023,1,15,"diumenge",4,"Rambla","41.378242","2.175112","88.1","50.2","68.9",5
3027,2023,1,15,"diumenge",4,"Mercat del Born","41.387076","2.180426","91.7","39.7","50.5",3
3028,2023,1,15,"diumenge",4,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","49.1",3
3029,2023,1,15,"diumenge",4,"Torre Agbar","41.402124","2.184799","80.8","53.4","62.6",4
3030,2023,1,15,"diumenge",4,"Plaça de Joanic",41406,"2.162636","90.8","53.1","60.4",2
3031,2023,1,15,"diumenge",5,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","61.5",4
3032,2023,1,15,"diumenge",5,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","47.8",3
3033,2023,1,15,"diumenge",5,"Mercat del Born","41.387076","2.180426","91.7","39.7","46.4",2
3034,2023,1,15,"diumenge",5,"El Molino","41.37485","2.166773","87.6","60.1","64.1",2
3035,2023,1,15,"diumenge",5,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","45.7",2
3036,2023,1,15,"diumenge",5,"Sagrada Familia","41.404484","2.174691","91.4","46.5","50.5",1
3037,2023,1,15,"diumenge",5,"Torre Agbar","41.402124","2.184799","80.8","53.4",59,3
3038,2023,1,15,"diumenge",5,"Plaça de Joanic",41406,"2.162636","90.8","53.1","57.6",2
3039,2023,1,15,"diumenge",5,"Rambla","41.378242","2.175112","88.1","50.2","67.4",5
3040,2023,1,15,"diumenge",6,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","52.9",2
3041,2023,1,15,"diumenge",6,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","52.5",3
3042,2023,1,15,"diumenge",6,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","50.3",3
3043,2023,1,15,"diumenge",6,"Mercat del Born","41.387076","2.180426","91.7","39.7","46.2",2
3044,2023,1,15,"diumenge",6,"El Molino","41.37485","2.166773","87.6","60.1","64.2",2
3045,2023,1,15,"diumenge",6,"Plaça de Joanic",41406,"2.162636","90.8","53.1","59.8",2
3046,2023,1,15,"diumenge",6,"Rambla","41.378242","2.175112","88.1","50.2","67.8",5
3047,2023,1,15,"diumenge",6,"Sagrada Familia","41.404484","2.174691","91.4","46.5","51.7",2
3048,2023,1,15,"diumenge",6,"Torre Agbar","41.402124","2.184799","80.8","53.4","57.5",2
3049,2023,1,15,"diumenge",7,"Sagrada Familia","41.404484","2.174691","91.4","46.5","53.9",2
3050,2023,1,15,"diumenge",7,"Torre Agbar","41.402124","2.184799","80.8","53.4","58.3",2
3051,2023,1,15,"diumenge",7,"Rambla","41.378242","2.175112","88.1","50.2","59.1",3
3052,2023,1,15,"diumenge",7,"El Molino","41.37485","2.166773","87.6","60.1","70.2",4
3053,2023,1,15,"diumenge",7,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7",51,3
3054,2023,1,15,"diumenge",7,"Mercat del Born","41.387076","2.180426","91.7","39.7","48.1",2
3055,2023,1,15,"diumenge",7,"Plaça de Joanic",41406,"2.162636","90.8","53.1","62.5",3
3056,2023,1,15,"diumenge",7,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","56.1",4
3057,2023,1,15,"diumenge",7,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7",58,3
3058,2023,1,15,"diumenge",8,"Plaça de Joanic",41406,"2.162636","90.8","53.1","62.5",3
3059,2023,1,15,"diumenge",8,"Mercat del Born","41.387076","2.180426","91.7","39.7","54.3",3
3060,2023,1,15,"diumenge",8,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","61.4",5
3061,2023,1,15,"diumenge",8,"Sagrada Familia","41.404484","2.174691","91.4","46.5","57.1",3
3062,2023,1,15,"diumenge",8,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","61.1",4
3063,2023,1,15,"diumenge",8,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","61.6",5
3064,2023,1,15,"diumenge",8,"Rambla","41.378242","2.175112","88.1","50.2","58.6",3
3065,2023,1,15,"diumenge",8,"Torre Agbar","41.402124","2.184799","80.8","53.4","60.5",3
3066,2023,1,15,"diumenge",8,"El Molino","41.37485","2.166773","87.6","60.1",70,4
3067,2023,1,15,"diumenge",9,"Mercat del Born","41.387076","2.180426","91.7","39.7","56.3",4
3068,2023,1,15,"diumenge",9,"Plaça de la Virreina","41.405117","2.157312","93.3","34.7","57.9",4
3069,2023,1,15,"diumenge",9,"Sagrada Familia","41.404484","2.174691","91.4","46.5","60.2",4
3070,2023,1,15,"diumenge",9,"Plaça de la Vila de Gracia","41.400471","2.157441",94,"34.8","60.2",5
3071,2023,1,15,"diumenge",9,"Torre Agbar","41.402124","2.184799","80.8","53.4","63.5",4
3072,2023,1,15,"diumenge",9,"Rambla","41.378242","2.175112","88.1","50.2","65.1",4
3073,2023,1,15,"diumenge",9,"Plaça de Joanic",41406,"2.162636","90.8","53.1","65.6",4
3074,2023,1,15,"diumenge",9,"El Molino","41.37485","2.166773","87.6","60.1","69.3",4
3075,2023,1,15,"diumenge",9,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","61.3",4
3076,2023,1,15,"diumenge",10,"Plaça de Joanic",41406,"2.162636","90.8","53.1","66.8",4
3077,2023,1,15,"diumenge",10,"Mercat del Born","41.387076","2.180426","91.7","39.7","56.1",4
3078,2023,1,15,"diumenge",10,"Mercat de Sant Antoni","41.378803","2.160936","95.7","43.7","63.9",4
